"";"Methode";"alpha";"beta";"sigma2"
"1";"EM";-0,0425847145285294;0,995471043080886;0,135874633250155
"2";"Boot";-0,145799522569304;1,06916992149786;0,185674894747858
"3";"Bayes";-0,00168465984160187;0,975043443105841;0,466597763020446
"4";"Moy";0,0574872630184191;0,622664577944638;0,0685653713862241
"5";"Reg. Lin.";-0,11370559744403;1,00597650368202;0,045013962828955
"6";"Reg. Lin. Sto.";-0,114049471209293;1,00286191950284;0,150568193073009
"7";"EM";0,0273812296666216;1,08178659344784;0,157342414699187
"8";"Boot";0,0458697085802918;1,10697377196915;0,215935086834245
"9";"Bayes";0,000380092740818324;0,970919113244344;0,504886288329425
"10";"Moy";0,272371088695418;0,726158197296027;0,0745260750181503
"11";"Reg. Lin.";0,0745229813379917;1,07394463819851;0,0519021134554651
"12";"Reg. Lin. Sto.";0,0726136403617481;1,07632055200134;0,181988245768737
"13";"EM";0,0559438737653319;0,914693671912246;0,184146397850603
"14";"Boot";0,116891667709928;0,881318777603061;0,248984402233977
"15";"Bayes";0,000742455751240071;0,971374164858226;0,527031388190678
"16";"Moy";0,202231622150496;0,61783548216476;0,0710287293672774
"17";"Reg. Lin.";0,146041774507626;0,910975378238138;0,0517099664507412
"18";"Reg. Lin. Sto.";0,139125347495292;0,91504667156517;0,211932104550702
"19";"EM";0,0064996206295193;1,05939797901652;0,124985596666369
"20";"Boot";0,0318099945635099;1,04547106615373;0,150814468069872
"21";"Bayes";0,00012533709269897;0,957470371480279;0,466592783830246
"22";"Moy";0,137660240595454;0,793659198438487;0,0709048358576096
"23";"Reg. Lin.";0,0170351627267473;1,05814341935974;0,0427241733621522
"24";"Reg. Lin. Sto.";0,0195594728966362;1,06069521278308;0,141849649237295
"25";"EM";-0,0166567546514233;0,981094201954365;0,150465574240144
"26";"Boot";-0,041618686042857;0,975046688297598;0,210520098572334
"27";"Bayes";-0,00278750732137978;0,97381249488774;0,485441428119805
"28";"Moy";-0,122779260012721;0,724622097914841;0,0663799676858137
"29";"Reg. Lin.";-0,0435133399956968;0,97877674198462;0,0468223004577648
"30";"Reg. Lin. Sto.";-0,0426035823884261;0,978868165615329;0,173755088649732
"31";"EM";-0,0680962511272524;1,15233609827573;0,125982247452964
"32";"Boot";-0,169911591003366;1,13138256207505;0,163313623779546
"33";"Bayes";0,000357902120933818;0,972677362213423;0,500175319224571
"34";"Moy";-0,248428971735006;0,663924726237618;0,0727199809008264
"35";"Reg. Lin.";-0,177701573306853;1,13993028830829;0,0416171094078868
"36";"Reg. Lin. Sto.";-0,176733277876038;1,13926289590285;0,131979324724131
"37";"EM";-0,0169801868254556;0,950334383349413;0,156329362833678
"38";"Boot";-0,0139715503133687;0,970472953453653;0,207360539771548
"39";"Bayes";-0,000274684446258069;0,963636164671419;0,491114444280289
"40";"Moy";0,0396763266541235;0,59648644477966;0,075132294647181
"41";"Reg. Lin.";-0,0441679540720591;0,954665191586981;0,0480988383722538
"42";"Reg. Lin. Sto.";-0,0442298114442074;0,953062941042098;0,180589524055444
"43";"EM";-0,0406919433562176;1,07350030875692;0,203794681592824
"44";"Boot";-0,0989583212880538;1,06753142890034;0,262750913698894
"45";"Bayes";-0,000895278496622535;0,973106448442915;0,588933842050987
"46";"Moy";-0,144901783533518;0,879737713948396;0,0769401151703688
"47";"Reg. Lin.";-0,106194563953658;1,07156519399189;0,0551513106054415
"48";"Reg. Lin. Sto.";-0,10118317858073;1,07475324107399;0,248030386767943
"49";"EM";-0,000129861485286962;1,00802055461629;0,13889419905287
"50";"Boot";0,00479690020346077;0,998796259649067;0,180612759541544
"51";"Bayes";-0,000975364469417228;0,95485126250331;0,461950394676072
"52";"Moy";-0,0466910508912479;0,649553674501697;0,0767527781039252
"53";"Reg. Lin.";-0,000338101195771989;1,0080179098536;0,0453875394400655
"54";"Reg. Lin. Sto.";0,000315057696230709;1,00409728307891;0,159100848823994
"55";"EM";-0,0475176751782227;1,10135974573817;0,184909750462753
"56";"Boot";-0,138705093413225;1,09181975738129;0,241313327499514
"57";"Bayes";0,0009111603621121;0,972915245546286;0,553333811015109
"58";"Moy";-0,104012008617022;0,848689291822873;0,0761858853725804
"59";"Reg. Lin.";-0,123580984190377;1,1020711965803;0,0515091728313155
"60";"Reg. Lin. Sto.";-0,126747957617205;1,10564112876171;0,211554681724426
"61";"EM";-0,00569277049095807;0,829848728201716;0,11612372542952
"62";"Boot";0,0100829452198112;0,816284278244663;0,152313805355611
"63";"Bayes";0,000860267441304159;0,953808178452002;0,447617724599843
"64";"Moy";0,0860408242778358;0,535014742751741;0,0661594411649417
"65";"Reg. Lin.";-0,0149828051387706;0,830950381377295;0,0412582667879771
"66";"Reg. Lin. Sto.";-0,0193283135905443;0,827048054791648;0,130764766200863
"67";"EM";0,0222769985588652;1,0185372208276;0,228564295555634
"68";"Boot";0,0535552120472886;1,01597991252027;0,304820454125362
"69";"Bayes";0,000680514652030748;0,971915828114457;0,585770667794636
"70";"Moy";0,0670072007682098;0,647276301180801;0,0855328354813083
"71";"Reg. Lin.";0,0579530164487915;1,01800655612829;0,0578555807380703
"72";"Reg. Lin. Sto.";0,0484829973647504;1,02286968272679;0,276615091329013
"73";"EM";-0,0423683667287514;0,924430542805229;0,168005711443392
"74";"Boot";-0,127311517074096;0,94797701996081;0,237232005137095
"75";"Bayes";0,00238281504983907;0,974308316321017;0,507630916353321
"76";"Moy";-0,234224079458035;0,527514773657362;0,0707423227415751
"77";"Reg. Lin.";-0,112154914816898;0,912846609251367;0,049230574328579
"78";"Reg. Lin. Sto.";-0,113801652526032;0,912171709969145;0,191634357901908
"79";"EM";-0,0168649863824607;0,948802919984748;0,141504617412977
"80";"Boot";-0,0478364317917111;0,923058506341192;0,186037032105919
"81";"Bayes";0,000626086096862858;0,9670551068942;0,489638352916137
"82";"Moy";-0,0340400537321065;0,589764362844121;0,0714119425457909
"83";"Reg. Lin.";-0,0438487235937;0,949299470402838;0,045404947782952
"84";"Reg. Lin. Sto.";-0,0435746015270944;0,94562565340728;0,160832136933878
"85";"EM";0,0360724754090997;1,00376563170435;0,160821457753131
"86";"Boot";0,121871684463536;1,04012464544764;0,218126201625395
"87";"Bayes";0,00111146690685589;0,964904337227598;0,491786670458404
"88";"Moy";-0,086138226959315;0,745790505445782;0,0727369988521681
"89";"Reg. Lin.";0,0960564754514541;1,01116706498907;0,0488268593372203
"90";"Reg. Lin. Sto.";0,0877404247691603;1,00929302242692;0,186469419717986
"91";"EM";0,0397878562947033;1,05844344356469;0,137591837728667
"92";"Boot";0,0962742159211511;1,04091644347882;0,189041068974355
"93";"Bayes";-0,00197927627550123;0,966126347164175;0,482596717641552
"94";"Moy";0,145319235065097;0,854750099320306;0,0658056302016976
"95";"Reg. Lin.";0,104158519112177;1,0552451391603;0,0456575690265142
"96";"Reg. Lin. Sto.";0,0999801341475375;1,05418979624645;0,154222895979259
"97";"EM";-0,0249451398718604;1,08169271044695;0,128078965065142
"98";"Boot";-0,0610888549802687;1,08319448485232;0,177219376335362
"99";"Bayes";-0,00122462747969038;0,960948932242894;0,461180760398055
"100";"Moy";-0,0604421539269902;0,765256119127009;0,074987971980549
"101";"Reg. Lin.";-0,0648989297443432;1,08232795741539;0,0432367353242595
"102";"Reg. Lin. Sto.";-0,0668737741057877;1,09052438824533;0,144815592386679
"103";"EM";0,0404115690685906;0,933597971971478;0,0995887945724025
"104";"Boot";0,088824858857926;0,939365982042836;0,139926634812865
"105";"Bayes";0,000161536973717247;0,955095148694931;0,393968698392376
"106";"Moy";0,110742558383826;0,794855916154072;0,0529771289593806
"107";"Reg. Lin.";0,105095908440422;0,933162002383098;0,0377240604679053
"108";"Reg. Lin. Sto.";0,103021719776441;0,933471686901212;0,107228483314372
"109";"EM";0,0240395877388587;0,769397588805096;0,146550496038657
"110";"Boot";0,0740349234012307;0,772252364148037;0,187644715644448
"111";"Bayes";0,00142852483315196;0,972571608887876;0,513112951873846
"112";"Moy";0,087491910011046;0,477482935727429;0,0615154517685262
"113";"Reg. Lin.";0,0625577770370244;0,768410677850101;0,0461657605791884
"114";"Reg. Lin. Sto.";0,0618714342930355;0,763437749224654;0,166530039772918
"115";"EM";0,0109883294408513;1,0500537746219;0,158002187254181
"116";"Boot";0,0513033109954544;1,04123740338489;0,211328238294738
"117";"Bayes";0,000373276229144917;0,971697899630555;0,486736978189431
"118";"Moy";0,124499166747259;0,878466069446787;0,0656282442847105
"119";"Reg. Lin.";0,0286479095617167;1,04915379400499;0,0480202136640533
"120";"Reg. Lin. Sto.";0,0260657907993678;1,05337689484357;0,182481197922802
"121";"EM";0,000737468471504264;1,01532614186723;0,159267428926006
"122";"Boot";0,0224666940463182;1,02090915546793;0,202635919342612
"123";"Bayes";0,00278891056970394;0,970306581582958;0,507741518300097
"124";"Moy";0,00212947817767828;0,604562183533048;0,0736009731337691
"125";"Reg. Lin.";0,00192079411553456;1,01530234132379;0,0497770537087432
"126";"Reg. Lin. Sto.";-0,00227849913314339;1,00942209383602;0,185122899486139
"127";"EM";-0,013163743613413;1,07115570541996;0,147492647411109
"128";"Boot";-0,0510366634907094;1,05304409478899;0,182689041362818
"129";"Bayes";0,000737378923414216;0,958984822518279;0,478744308318272
"130";"Moy";0,0187223032230132;0,694306219803315;0,0809960421759509
"131";"Reg. Lin.";-0,034289331082952;1,07278296751465;0,0463843972725701
"132";"Reg. Lin. Sto.";-0,0333000139961012;1,06473410305802;0,171600958380847
"133";"EM";-0,00703081648723848;1,01161143596766;0,0679511351156007
"134";"Boot";-0,000455318045449815;1,00585622218842;0,0884217637812846
"135";"Bayes";-0,000103471440060685;0,937577876911216;0,338784266581155
"136";"Moy";-0,152590526471843;0,724057504356422;0,0596439525681943
"137";"Reg. Lin.";-0,0184230330737598;1,00955003837402;0,0316291522035453
"138";"Reg. Lin. Sto.";-0,0184616511292169;1,0088130399273;0,0726018744009126
"139";"EM";-0,00222351826995384;1,05837422201497;0,193748858269338
"140";"Boot";-0,00876361529311513;1,03940524255623;0,255467748386364
"141";"Bayes";-0,00108717504365178;0,972753790104154;0,557097905442667
"142";"Moy";-0,186581416028897;0,66676418110217;0,0831142267731695
"143";"Reg. Lin.";-0,00592884645019942;1,05777096196973;0,0535338287346359
"144";"Reg. Lin. Sto.";0,000446755750587158;1,05807711150059;0,237416317263059
"145";"EM";0,0256412828654593;1,1325116173346;0,16663555459479
"146";"Boot";0,069339378741519;1,11957013067406;0,217247381337121
"147";"Bayes";0,00197782444537505;0,969885705042558;0,546858014815568
"148";"Moy";0,247850060372909;0,779860906240517;0,0817968171544771
"149";"Reg. Lin.";0,0676724546803634;1,12777774344763;0,0493102883050157
"150";"Reg. Lin. Sto.";0,067640265206983;1,12783158252755;0,195865886079277
"151";"EM";-0,0176548464953306;1,0210819649788;0,176130755082992
"152";"Boot";-0,0502960760985581;1,03346192841072;0,244120540731283
"153";"Bayes";0,00180135211190236;0,964219313173688;0,512129796183535
"154";"Moy";-0,0573922755969137;0,69782999693965;0,080958911290656
"155";"Reg. Lin.";-0,0458288682489494;1,0196476101137;0,0508243683476068
"156";"Reg. Lin. Sto.";-0,0474176948364229;1,02405804542262;0,21114463633385
"157";"EM";0,0132166800006115;0,971411989233187;0,120410463021912
"158";"Boot";0,0292520826525467;0,999873711332063;0,160937194740502
"159";"Bayes";0,00218243649573731;0,955749279772796;0,419431170090896
"160";"Moy";0,152094357925734;0,483595172738115;0,0704408012426734
"161";"Reg. Lin.";0,0349839412112025;0,966262285745525;0,0418946228952692
"162";"Reg. Lin. Sto.";0,0329569474369149;0,970061871976611;0,134960211672222
"163";"EM";0,0118477234876223;0,945487404213632;0,162503021170665
"164";"Boot";0,0317486611612314;0,944386772678493;0,220590730025386
"165";"Bayes";-0,00177778546871818;0,965384344295806;0,482976395128082
"166";"Moy";0,0198152563174459;0,573199966238888;0,0745759296746231
"167";"Reg. Lin.";0,0308241858961837;0,945694207458296;0,0491459394775857
"168";"Reg. Lin. Sto.";0,0320577674377312;0,947542043183893;0,189189646651457
"169";"EM";-0,00589192798053438;0,944087869528175;0,170324739389402
"170";"Boot";0,00558083585705839;0,970014231232236;0,244461159732526
"171";"Bayes";-0,000115585219941114;0,968383435953781;0,522312990337594
"172";"Moy";-0,0839074999214638;0,633117968436671;0,0708494713640244
"173";"Reg. Lin.";-0,0153033195514792;0,942277878858451;0,0502784215695234
"174";"Reg. Lin. Sto.";-0,0212976793227043;0,949026726703971;0,199049184091143
"175";"EM";0,00934983377059499;0,942058647009883;0,162623130815498
"176";"Boot";0,0208983278952535;0,905840047402608;0,223642500637699
"177";"Bayes";-0,000154504830841837;0,975257184799787;0,524406068130093
"178";"Moy";0,065727040512718;0,564554501579016;0,0718892017011682
"179";"Reg. Lin.";0,0243584347190414;0,940914342267226;0,04872560925994
"180";"Reg. Lin. Sto.";0,0224424500811527;0,93928782984002;0,188576837132823
"181";"EM";-0,0341465599195084;1,02055188301308;0,152510958197555
"182";"Boot";-0,0930030312672366;1,03123515965185;0,212890076512134
"183";"Bayes";0,000470226972290182;0,968647784282407;0,495405621563392
"184";"Moy";-0,00536481273683992;0,655748575283024;0,0705375957616344
"185";"Reg. Lin.";-0,0886380846051924;1,02549236109503;0,0477985667912911
"186";"Reg. Lin. Sto.";-0,0894478477696213;1,02622330896956;0,174201538284536
"187";"EM";0,0409003684758549;1,13899202140776;0,118000108317096
"188";"Boot";0,0945893461452009;1,15858668317492;0,147288915910328
"189";"Bayes";-0,00121098087824246;0,96417303731346;0,477709220975342
"190";"Moy";0,0105717549953251;0,677991517777414;0,0787252771637675
"191";"Reg. Lin.";0,106962088763563;1,14570971856955;0,0410491716490121
"192";"Reg. Lin. Sto.";0,10700443187622;1,14401364111239;0,129833376954394
"193";"EM";-0,0187024553003911;0,913203589106442;0,161116368362197
"194";"Boot";-0,0537569840981751;0,931865061533297;0,217318909850106
"195";"Bayes";-0,000725850114728939;0,964917035649683;0,489933597865542
"196";"Moy";-0,162070126476443;0,506059974664462;0,0735362040794081
"197";"Reg. Lin.";-0,0491202561158487;0,907584014760917;0,0485284143143633
"198";"Reg. Lin. Sto.";-0,0464265318407599;0,916522865965458;0,184598620312096
"199";"EM";-0,0113692685322664;1,06342175498718;0,153665579304361
"200";"Boot";-0,0555192492766769;1,09598989527712;0,205094598901288
"201";"Bayes";0,000346474213534322;0,974166684369512;0,50135402159637
"202";"Moy";0,0270026733511233;0,695971398261659;0,0720728745861372
"203";"Reg. Lin.";-0,0296211578106228;1,06419456416498;0,0473972210343159
"204";"Reg. Lin. Sto.";-0,0294077690359134;1,06086310717554;0,177405972972778
"205";"EM";0,0383271712448385;1,06381031900251;0,131003443981186
"206";"Boot";0,115006374275967;1,06275347238614;0,175009505799662
"207";"Bayes";0,00310783668864204;0,969663546554783;0,476571040817751
"208";"Moy";0,119094732840643;0,746859919122949;0,0698217015158866
"209";"Reg. Lin.";0,0996425249609425;1,0630384339217;0,0433965335726293
"210";"Reg. Lin. Sto.";0,0965374017348017;1,0656387199832;0,144791749677894
"211";"EM";-0,00392262115524265;1,06095540980509;0,210989009914429
"212";"Boot";-0,00794477070661664;1,04407093346567;0,283096346367306
"213";"Bayes";-0,00198215978476194;0,979450766562395;0,573416638312409
"214";"Moy";-0,0356660486012518;0,737752109212949;0,0755805260542834
"215";"Reg. Lin.";-0,0101818600182536;1,06109771997598;0,0561929471057506
"216";"Reg. Lin. Sto.";-0,0069767614904223;1,05642780150066;0,252066169717852
"217";"EM";-0,0325644776103888;1,03734144986297;0,120162474557138
"218";"Boot";-0,064807796961055;1,03343996776486;0,178402262807114
"219";"Bayes";-0,000655331380582689;0,964907776623499;0,45493465492476
"220";"Moy";0,00836014994944371;0,574429784418848;0,0715015765622865
"221";"Reg. Lin.";-0,0850452056878529;1,04808728050035;0,041821475851615
"222";"Reg. Lin. Sto.";-0,08605922264441;1,04697195388649;0,134081741318504
"223";"EM";0,0329235077491324;0,941445100261469;0,196749843841058
"224";"Boot";0,0912321615849288;1,00513572427106;0,280808907653373
"225";"Bayes";-0,000214732925800129;0,969377361086869;0,560656945747227
"226";"Moy";-0,19504676179349;0,545668501004242;0,0803850875158639
"227";"Reg. Lin.";0,0905998097614033;0,95379861848716;0,054165608229378
"228";"Reg. Lin. Sto.";0,0947975153554572;0,953227088494472;0,233190140746813
"229";"EM";-0,0162334154283796;1,03598896702004;0,155015413919789
"230";"Boot";-0,0282799848847456;0,997504192578277;0,189340712851238
"231";"Bayes";-0,000534510516757776;0,974560097783131;0,494006406819796
"232";"Moy";0,0628187385802987;0,72710715018154;0,0664588937694394
"233";"Reg. Lin.";-0,0424799587120797;1,03824825915285;0,0475539339460139
"234";"Reg. Lin. Sto.";-0,0346630274710412;1,04003141333747;0,177252852613138
"235";"EM";0,0226751900140753;0,983275751844802;0,13410459524917
"236";"Boot";0,0731227374999216;0,980599391774346;0,190599503832826
"237";"Bayes";-0,000295533093604864;0,954208892118614;0,45002927480898
"238";"Moy";0,10646946169511;0,630767737736979;0,0749136121003513
"239";"Reg. Lin.";0,0590806017365852;0,981742702795563;0,0441795415867565
"240";"Reg. Lin. Sto.";0,0617068441348249;0,979252850919455;0,151231681325135
"241";"EM";-0,0115209193725464;1,05789510711641;0,173760564337898
"242";"Boot";-0,0370902803702942;1,06572534604728;0,229479148240713
"243";"Bayes";0,000313662515178575;0,974638549237821;0,542258902161414
"244";"Moy";-0,0297537078366228;0,713357955748115;0,0764756944974253
"245";"Reg. Lin.";-0,0299148149373538;1,05731820137735;0,0506250707293777
"246";"Reg. Lin. Sto.";-0,0260995556800565;1,06337966621848;0,203885111991415
"247";"EM";0,0124276243029674;1,084767761547;0,153346920808848
"248";"Boot";0,0377096553898732;1,07558722369558;0,235699102593367
"249";"Bayes";-0,00188092533849518;0,968575233913703;0,47946621263128
"250";"Moy";-0,0842489864795568;0,696917817286296;0,0765719139068117
"251";"Reg. Lin.";0,0324605667193254;1,08686370530178;0,0473760146510749
"252";"Reg. Lin. Sto.";0,0314745124534164;1,08140757580482;0,176593998374265
"253";"EM";-0,0270305167722937;0,990662617987956;0,12775399728438
"254";"Boot";-0,0820506795259306;0,986883736960431;0,170565525075471
"255";"Bayes";-0,00030240951071109;0,959640691146977;0,438187869459746
"256";"Moy";-0,0484924989014057;0,630941066461021;0,070801999366394
"257";"Reg. Lin.";-0,0702132593123994;0,989982989786339;0,0433096779521716
"258";"Reg. Lin. Sto.";-0,0733029301312977;0,990271232223545;0,142740779877058
"259";"EM";-0,00434452324701095;0,971831183070556;0,146118805788518
"260";"Boot";-0,0345499440139515;0,962473563350992;0,192418803554757
"261";"Bayes";0,00225190198033363;0,961976002145196;0,469648741561064
"262";"Moy";-0,0452902482692904;0,511413250481826;0,0753128356985781
"263";"Reg. Lin.";-0,0112923466842058;0,971873518181451;0,046329358264663
"264";"Reg. Lin. Sto.";-0,0124361937499679;0,969271028865738;0,168006741932495
"265";"EM";0,0201191091062908;0,998359767528913;0,127319726739232
"266";"Boot";0,0507767658738304;1,01887087795291;0,181398377270788
"267";"Bayes";0,00195799723731976;0,952026876392357;0,433304012745655
"268";"Moy";0,301306886904268;0,744453514223293;0,071631144724196
"269";"Reg. Lin.";0,0544854867338148;0,993819259142856;0,0447845215241882
"270";"Reg. Lin. Sto.";0,0551128765660234;0,996114229268072;0,142540664212816
"271";"EM";-0,0483334095441769;0,993381983852526;0,126877511744862
"272";"Boot";-0,120078934785901;0,980407828515946;0,175332612189008
"273";"Bayes";0,000950070198855561;0,963770228685316;0,449737334079111
"274";"Moy";-0,243836032694531;0,67222390270758;0,0679248361461663
"275";"Reg. Lin.";-0,127870068826368;0,985707323482757;0,0438925945480633
"276";"Reg. Lin. Sto.";-0,126381957514681;0,987289687494874;0,138379713566355
"277";"EM";0,0483600825906216;0,841393975640001;0,109481334265291
"278";"Boot";0,147528690736062;0,838906680145685;0,125734554163022
"279";"Bayes";0,00169979584652647;0,964281154118002;0,445285696585069
"280";"Moy";0,120786086610364;0,543513067483634;0,0598625730602418
"281";"Reg. Lin.";0,125606357224301;0,840023215130318;0,0397232757114655
"282";"Reg. Lin. Sto.";0,124892885013853;0,835030700716895;0,118024482407488
"283";"EM";-0,012761775548539;1,01017562644969;0,134938485488564
"284";"Boot";-0,0280237457200579;1,03886190118017;0,185381866267313
"285";"Bayes";-0,000248020232360941;0,957354287948176;0,469102214577078
"286";"Moy";0,133843210326343;0,634346529803775;0,07853996490134
"287";"Reg. Lin.";-0,0335397043323741;1,0135405453659;0,0445125030893033
"288";"Reg. Lin. Sto.";-0,0330920155061904;1,00629307793871;0,154499095160464
"289";"EM";-0,0247118179391817;1,02342847723712;0,114882120514581
"290";"Boot";-0,0702495323875903;1,03845574536654;0,15102587150064
"291";"Bayes";0,0006164345681222;0,968727178053626;0,420209450706148
"292";"Moy";-0,0707227201562616;0,785289130053598;0,059290733502005
"293";"Reg. Lin.";-0,0639194480221776;1,02594674586442;0,0416079444453094
"294";"Reg. Lin. Sto.";-0,0663751780358998;1,02441987100338;0,127409688920148
"295";"EM";-0,0171692446278643;1,06222049441531;0,131104376282332
"296";"Boot";-0,0492813846731801;1,05445416706559;0,16669688228202
"297";"Bayes";0,000419974509899421;0,949583290598544;0,470994792938935
"298";"Moy";-0,146481029260361;0,684798144133415;0,0820727452194598
"299";"Reg. Lin.";-0,044710271766028;1,06097429282728;0,0437495865636659
"300";"Reg. Lin. Sto.";-0,0415860390518706;1,06083863058783;0,148932544813113
